Machine Name ,Perkin-Elmer Spectrum 100,,P35,,,P40,,,P45,
,Attenuated total reflectance mode in the region of 4000?650 cm?1. 16 scans were done with a resolution of 4 cm?1,,Wavenumber / cm-1,Transmittance ,,Wavenumber / cm-1,Transmittance ,,Wavenumber / cm-1,Transmittance 
,,,2420,99.13,,2420,149.26,,2420,204.37
,,,2419,99.13,,2419,149.26,,2419,204.37
,,,2418,99.14,,2418,149.27,,2418,204.38
,,,2417,99.15,,2417,149.28,,2417,204.39
,,,2416,99.16,,2416,149.29,,2416,204.4
,,,2415,99.16,,2415,149.3,,2415,204.4
,,,2414,99.17,,2414,149.29,,2414,204.4
,,,2413,99.16,,2413,149.28,,2413,204.38
,,,2412,99.14,,2412,149.26,,2412,204.37
,,,2411,99.14,,2411,149.26,,2411,204.37
,,,2410,99.14,,2410,149.27,,2410,204.37
,,,2409,99.14,,2409,149.28,,2409,204.38
,,,2408,99.15,,2408,149.28,,2408,204.38
,,,2407,99.15,,2407,149.28,,2407,204.39
,,,2406,99.16,,2406,149.28,,2406,204.39
,,,2405,99.15,,2405,149.27,,2405,204.39
,,,2404,99.14,,2404,149.25,,2404,204.38
,,,2403,99.12,,2403,149.24,,2403,204.36
,,,2402,99.12,,2402,149.23,,2402,204.35
,,,2401,99.12,,2401,149.23,,2401,204.35
,,,2400,99.13,,2400,149.24,,2400,204.35
,,,2399,99.15,,2399,149.27,,2399,204.37
,,,2398,99.17,,2398,149.3,,2398,204.39
,,,2397,99.18,,2397,149.31,,2397,204.4
,,,2396,99.19,,2396,149.31,,2396,204.4
,,,2395,99.19,,2395,149.31,,2395,204.41
,,,2394,99.18,,2394,149.3,,2394,204.41
,,,2393,99.17,,2393,149.29,,2393,204.41
,,,2392,99.16,,2392,149.28,,2392,204.4
,,,2391,99.16,,2391,149.28,,2391,204.4
,,,2390,99.16,,2390,149.28,,2390,204.4
,,,2389,99.16,,2389,149.29,,2389,204.4
,,,2388,99.16,,2388,149.29,,2388,204.4
,,,2387,99.16,,2387,149.29,,2387,204.4
,,,2386,99.16,,2386,149.29,,2386,204.39
,,,2385,99.14,,2385,149.28,,2385,204.37
,,,2384,99.13,,2384,149.27,,2384,204.37
,,,2383,99.13,,2383,149.28,,2383,204.37
,,,2382,99.14,,2382,149.29,,2382,204.38
,,,2381,99.15,,2381,149.3,,2381,204.4
,,,2380,99.15,,2380,149.31,,2380,204.41
,,,2379,99.15,,2379,149.31,,2379,204.42
,,,2378,99.14,,2378,149.31,,2378,204.42
,,,2377,99.12,,2377,149.3,,2377,204.4
,,,2376,99.1,,2376,149.3,,2376,204.39
,,,2375,99.1,,2375,149.3,,2375,204.39
,,,2374,99.1,,2374,149.29,,2374,204.39
,,,2373,99.1,,2373,149.28,,2373,204.38
,,,2372,99.09,,2372,149.27,,2372,204.38
,,,2371,99.1,,2371,149.28,,2371,204.39
,,,2370,99.11,,2370,149.3,,2370,204.4
,,,2369,99.13,,2369,149.32,,2369,204.41
,,,2368,99.16,,2368,149.34,,2368,204.42
,,,2367,99.21,,2367,149.38,,2367,204.46
,,,2366,99.24,,2366,149.41,,2366,204.48
,,,2365,99.22,,2365,149.41,,2365,204.47
,,,2364,99.15,,2364,149.38,,2364,204.42
,,,2363,99.09,,2363,149.34,,2363,204.38
,,,2362,99.06,,2362,149.32,,2362,204.36
,,,2361,99.05,,2361,149.31,,2361,204.35
,,,2360,99.07,,2360,149.31,,2360,204.34
,,,2359,99.1,,2359,149.32,,2359,204.36
,,,2358,99.12,,2358,149.32,,2358,204.37
,,,2357,99.13,,2357,149.31,,2357,204.38
,,,2356,99.12,,2356,149.31,,2356,204.38
,,,2355,99.13,,2355,149.32,,2355,204.4
,,,2354,99.13,,2354,149.35,,2354,204.42
,,,2353,99.14,,2353,149.37,,2353,204.43
,,,2352,99.15,,2352,149.4,,2352,204.42
,,,2351,99.16,,2351,149.4,,2351,204.42
,,,2350,99.15,,2350,149.39,,2350,204.41
,,,2349,99.13,,2349,149.35,,2349,204.4
,,,2348,99.12,,2348,149.33,,2348,204.39
,,,2347,99.12,,2347,149.32,,2347,204.39
,,,2346,99.13,,2346,149.33,,2346,204.39
,,,2345,99.13,,2345,149.34,,2345,204.38
,,,2344,99.12,,2344,149.33,,2344,204.36
,,,2343,99.11,,2343,149.32,,2343,204.35
,,,2342,99.12,,2342,149.34,,2342,204.37
,,,2341,99.13,,2341,149.35,,2341,204.39
,,,2340,99.14,,2340,149.36,,2340,204.4
,,,2339,99.13,,2339,149.34,,2339,204.39
,,,2338,99.12,,2338,149.32,,2338,204.37
,,,2337,99.11,,2337,149.29,,2337,204.35
,,,2336,99.11,,2336,149.28,,2336,204.35
,,,2335,99.13,,2335,149.3,,2335,204.37
,,,2334,99.16,,2334,149.33,,2334,204.4
,,,2333,99.18,,2333,149.35,,2333,204.42
,,,2332,99.18,,2332,149.35,,2332,204.43
,,,2331,99.17,,2331,149.35,,2331,204.43
,,,2330,99.16,,2330,149.34,,2330,204.42
,,,2329,99.14,,2329,149.32,,2329,204.4
,,,2328,99.12,,2328,149.3,,2328,204.37
,,,2327,99.12,,2327,149.29,,2327,204.34
,,,2326,99.12,,2326,149.27,,2326,204.32
,,,2325,99.12,,2325,149.27,,2325,204.3
,,,2324,99.12,,2324,149.28,,2324,204.31
,,,2323,99.14,,2323,149.3,,2323,204.33
,,,2322,99.17,,2322,149.32,,2322,204.37
,,,2321,99.18,,2321,149.34,,2321,204.4
,,,2320,99.19,,2320,149.35,,2320,204.4
,,,2319,99.18,,2319,149.35,,2319,204.4
,,,2318,99.16,,2318,149.34,,2318,204.38
,,,2317,99.14,,2317,149.32,,2317,204.35
,,,2316,99.12,,2316,149.3,,2316,204.32
,,,2315,99.12,,2315,149.29,,2315,204.32
,,,2314,99.14,,2314,149.31,,2314,204.33
,,,2313,99.15,,2313,149.33,,2313,204.35
,,,2312,99.15,,2312,149.33,,2312,204.35
,,,2311,99.12,,2311,149.32,,2311,204.33
,,,2310,99.1,,2310,149.3,,2310,204.31
,,,2309,99.09,,2309,149.29,,2309,204.3
,,,2308,99.1,,2308,149.29,,2308,204.3
,,,2307,99.12,,2307,149.3,,2307,204.32
,,,2306,99.15,,2306,149.3,,2306,204.34
,,,2305,99.16,,2305,149.3,,2305,204.35
,,,2304,99.17,,2304,149.3,,2304,204.35
,,,2303,99.16,,2303,149.3,,2303,204.34
,,,2302,99.15,,2302,149.29,,2302,204.32
,,,2301,99.13,,2301,149.27,,2301,204.29
,,,2300,99.11,,2300,149.26,,2300,204.28
,,,2299,99.11,,2299,149.26,,2299,204.28
,,,2298,99.12,,2298,149.26,,2298,204.29
,,,2297,99.13,,2297,149.27,,2297,204.3
,,,2296,99.13,,2296,149.27,,2296,204.3
,,,2295,99.14,,2295,149.27,,2295,204.31
,,,2294,99.15,,2294,149.28,,2294,204.32
,,,2293,99.15,,2293,149.29,,2293,204.33
,,,2292,99.15,,2292,149.3,,2292,204.32
,,,2291,99.17,,2291,149.31,,2291,204.33
,,,2290,99.18,,2290,149.32,,2290,204.34
,,,2289,99.19,,2289,149.31,,2289,204.35
,,,2288,99.18,,2288,149.3,,2288,204.35
,,,2287,99.16,,2287,149.3,,2287,204.35
,,,2286,99.15,,2286,149.29,,2286,204.34
,,,2285,99.14,,2285,149.3,,2285,204.33
,,,2284,99.13,,2284,149.3,,2284,204.33
,,,2283,99.14,,2283,149.3,,2283,204.33
,,,2282,99.14,,2282,149.3,,2282,204.34
,,,2281,99.15,,2281,149.29,,2281,204.34
,,,2280,99.16,,2280,149.29,,2280,204.34
,,,2279,99.18,,2279,149.29,,2279,204.35
,,,2278,99.19,,2278,149.3,,2278,204.36
,,,2277,99.18,,2277,149.31,,2277,204.36
,,,2276,99.17,,2276,149.31,,2276,204.36
,,,2275,99.15,,2275,149.3,,2275,204.34
,,,2274,99.14,,2274,149.29,,2274,204.33
,,,2273,99.14,,2273,149.28,,2273,204.32
,,,2272,99.14,,2272,149.28,,2272,204.31
,,,2271,99.15,,2271,149.29,,2271,204.32
,,,2270,99.16,,2270,149.3,,2270,204.33
,,,2269,99.15,,2269,149.31,,2269,204.32
,,,2268,99.14,,2268,149.3,,2268,204.31
,,,2267,99.13,,2267,149.29,,2267,204.31
,,,2266,99.12,,2266,149.27,,2266,204.3
,,,2265,99.12,,2265,149.26,,2265,204.3
,,,2264,99.11,,2264,149.24,,2264,204.29
,,,2263,99.11,,2263,149.24,,2263,204.28
,,,2262,99.11,,2262,149.24,,2262,204.27
,,,2261,99.11,,2261,149.26,,2261,204.27
,,,2260,99.14,,2260,149.27,,2260,204.29
,,,2259,99.17,,2259,149.29,,2259,204.32
,,,2258,99.19,,2258,149.3,,2258,204.34
,,,2257,99.19,,2257,149.29,,2257,204.35
,,,2256,99.18,,2256,149.29,,2256,204.35
,,,2255,99.2,,2255,149.31,,2255,204.38
,,,2254,99.24,,2254,149.36,,2254,204.44
,,,2253,99.29,,2253,149.4,,2253,204.49
,,,2252,99.3,,2252,149.41,,2252,204.5
,,,2251,99.28,,2251,149.39,,2251,204.47
,,,2250,99.24,,2250,149.35,,2250,204.41
,,,2249,99.2,,2249,149.31,,2249,204.37
,,,2248,99.17,,2248,149.29,,2248,204.33
,,,2247,99.15,,2247,149.27,,2247,204.31
,,,2246,99.12,,2246,149.25,,2246,204.28
,,,2245,99.09,,2245,149.24,,2245,204.25
,,,2244,99.09,,2244,149.24,,2244,204.25
,,,2243,99.13,,2243,149.27,,2243,204.28
,,,2242,99.18,,2242,149.31,,2242,204.32
,,,2241,99.21,,2241,149.33,,2241,204.34
,,,2240,99.21,,2240,149.33,,2240,204.35
,,,2239,99.2,,2239,149.31,,2239,204.34
,,,2238,99.17,,2238,149.3,,2238,204.32
,,,2237,99.14,,2237,149.27,,2237,204.3
,,,2236,99.13,,2236,149.26,,2236,204.29
,,,2235,99.14,,2235,149.27,,2235,204.3
,,,2234,99.17,,2234,149.29,,2234,204.32
,,,2233,99.18,,2233,149.29,,2233,204.32
,,,2232,99.18,,2232,149.27,,2232,204.29
,,,2231,99.17,,2231,149.25,,2231,204.27
,,,2230,99.15,,2230,149.23,,2230,204.25
,,,2229,99.14,,2229,149.21,,2229,204.25
,,,2228,99.13,,2228,149.21,,2228,204.25
,,,2227,99.14,,2227,149.23,,2227,204.26
,,,2226,99.15,,2226,149.25,,2226,204.27
,,,2225,99.15,,2225,149.27,,2225,204.27
,,,2224,99.14,,2224,149.26,,2224,204.26
,,,2223,99.13,,2223,149.25,,2223,204.26
,,,2222,99.14,,2222,149.25,,2222,204.28
,,,2221,99.14,,2221,149.26,,2221,204.29
,,,2220,99.16,,2220,149.26,,2220,204.3
,,,2219,99.18,,2219,149.28,,2219,204.3
,,,2218,99.2,,2218,149.28,,2218,204.3
,,,2217,99.19,,2217,149.27,,2217,204.28
,,,2216,99.17,,2216,149.26,,2216,204.27
,,,2215,99.15,,2215,149.27,,2215,204.27
,,,2214,99.15,,2214,149.28,,2214,204.29
,,,2213,99.14,,2213,149.28,,2213,204.3
,,,2212,99.14,,2212,149.27,,2212,204.31
,,,2211,99.15,,2211,149.27,,2211,204.32
,,,2210,99.16,,2210,149.27,,2210,204.34
,,,2209,99.16,,2209,149.28,,2209,204.34
,,,2208,99.17,,2208,149.28,,2208,204.34
,,,2207,99.17,,2207,149.29,,2207,204.34
,,,2206,99.16,,2206,149.3,,2206,204.33
,,,2205,99.15,,2205,149.31,,2205,204.32
,,,2204,99.16,,2204,149.31,,2204,204.32
,,,2203,99.18,,2203,149.31,,2203,204.34
,,,2202,99.21,,2202,149.31,,2202,204.36
,,,2201,99.22,,2201,149.29,,2201,204.36
,,,2200,99.22,,2200,149.28,,2200,204.35
,,,2199,99.22,,2199,149.28,,2199,204.35
,,,2198,99.22,,2198,149.29,,2198,204.35
,,,2197,99.2,,2197,149.28,,2197,204.33
,,,2196,99.19,,2196,149.25,,2196,204.31
,,,2195,99.2,,2195,149.25,,2195,204.31
,,,2194,99.21,,2194,149.26,,2194,204.31
,,,2193,99.2,,2193,149.27,,2193,204.31
,,,2192,99.19,,2192,149.29,,2192,204.31
,,,2191,99.22,,2191,149.33,,2191,204.32
,,,2190,99.26,,2190,149.36,,2190,204.36
,,,2189,99.29,,2189,149.37,,2189,204.37
,,,2188,99.3,,2188,149.35,,2188,204.37
,,,2187,99.3,,2187,149.35,,2187,204.39
,,,2186,99.3,,2186,149.37,,2186,204.41
,,,2185,99.3,,2185,149.39,,2185,204.43
,,,2184,99.29,,2184,149.4,,2184,204.44
,,,2183,99.29,,2183,149.42,,2183,204.45
,,,2182,99.28,,2182,149.43,,2182,204.45
,,,2181,99.25,,2181,149.42,,2181,204.43
,,,2180,99.22,,2180,149.36,,2180,204.37
,,,2179,99.19,,2179,149.28,,2179,204.31
,,,2178,99.15,,2178,149.21,,2178,204.26
,,,2177,99.11,,2177,149.16,,2177,204.23
,,,2176,99.1,,2176,149.16,,2176,204.24
,,,2175,99.13,,2175,149.2,,2175,204.27
,,,2174,99.18,,2174,149.25,,2174,204.31
,,,2173,99.2,,2173,149.26,,2173,204.31
,,,2172,99.19,,2172,149.23,,2172,204.29
,,,2171,99.18,,2171,149.19,,2171,204.27
,,,2170,99.17,,2170,149.17,,2170,204.26
,,,2169,99.15,,2169,149.16,,2169,204.24
,,,2168,99.13,,2168,149.15,,2168,204.21
,,,2167,99.11,,2167,149.15,,2167,204.19
,,,2166,99.1,,2166,149.15,,2166,204.19
,,,2165,99.08,,2165,149.14,,2165,204.19
,,,2164,99.07,,2164,149.14,,2164,204.18
,,,2163,99.06,,2163,149.16,,2163,204.19
,,,2162,99.04,,2162,149.19,,2162,204.2
,,,2161,99.03,,2161,149.21,,2161,204.23
,,,2160,99.05,,2160,149.25,,2160,204.3
,,,2159,99.12,,2159,149.33,,2159,204.41
,,,2158,99.19,,2158,149.41,,2158,204.5
,,,2157,99.23,,2157,149.44,,2157,204.5
,,,2156,99.22,,2156,149.4,,2156,204.44
,,,2155,99.19,,2155,149.34,,2155,204.36
,,,2154,99.16,,2154,149.28,,2154,204.3
,,,2153,99.1,,2153,149.22,,2153,204.24
,,,2152,99.06,,2152,149.18,,2152,204.22
,,,2151,99.06,,2151,149.18,,2151,204.23
,,,2150,99.09,,2150,149.22,,2150,204.26
,,,2149,99.12,,2149,149.27,,2149,204.29
,,,2148,99.16,,2148,149.34,,2148,204.34
,,,2147,99.22,,2147,149.41,,2147,204.39
,,,2146,99.28,,2146,149.46,,2146,204.45
,,,2145,99.31,,2145,149.47,,2145,204.46
,,,2144,99.3,,2144,149.45,,2144,204.44
,,,2143,99.28,,2143,149.43,,2143,204.43
,,,2142,99.26,,2142,149.41,,2142,204.42
,,,2141,99.25,,2141,149.39,,2141,204.41
,,,2140,99.24,,2140,149.38,,2140,204.4
,,,2139,99.23,,2139,149.39,,2139,204.4
,,,2138,99.22,,2138,149.39,,2138,204.38
,,,2137,99.19,,2137,149.36,,2137,204.34
,,,2136,99.16,,2136,149.32,,2136,204.3
,,,2135,99.15,,2135,149.29,,2135,204.29
,,,2134,99.16,,2134,149.27,,2134,204.3
,,,2133,99.16,,2133,149.27,,2133,204.3
,,,2132,99.17,,2132,149.27,,2132,204.3
,,,2131,99.19,,2131,149.3,,2131,204.31
,,,2130,99.2,,2130,149.33,,2130,204.32
,,,2129,99.2,,2129,149.35,,2129,204.33
,,,2128,99.2,,2128,149.35,,2128,204.32
,,,2127,99.2,,2127,149.34,,2127,204.32
,,,2126,99.19,,2126,149.32,,2126,204.31
,,,2125,99.17,,2125,149.29,,2125,204.3
,,,2124,99.15,,2124,149.28,,2124,204.28
,,,2123,99.17,,2123,149.29,,2123,204.29
,,,2122,99.2,,2122,149.32,,2122,204.32
,,,2121,99.23,,2121,149.35,,2121,204.34
,,,2120,99.24,,2120,149.36,,2120,204.35
,,,2119,99.23,,2119,149.37,,2119,204.35
,,,2118,99.22,,2118,149.36,,2118,204.35
,,,2117,99.21,,2117,149.34,,2117,204.34
,,,2116,99.18,,2116,149.31,,2116,204.32
,,,2115,99.16,,2115,149.29,,2115,204.32
,,,2114,99.15,,2114,149.27,,2114,204.32
,,,2113,99.15,,2113,149.25,,2113,204.32
,,,2112,99.17,,2112,149.26,,2112,204.32
,,,2111,99.19,,2111,149.28,,2111,204.33
,,,2110,99.21,,2110,149.32,,2110,204.34
,,,2109,99.22,,2109,149.35,,2109,204.34
,,,2108,99.23,,2108,149.37,,2108,204.35
,,,2107,99.25,,2107,149.38,,2107,204.36
,,,2106,99.26,,2106,149.38,,2106,204.37
,,,2105,99.23,,2105,149.35,,2105,204.34
,,,2104,99.19,,2104,149.3,,2104,204.3
,,,2103,99.16,,2103,149.27,,2103,204.27
,,,2102,99.15,,2102,149.27,,2102,204.26
,,,2101,99.16,,2101,149.28,,2101,204.27
,,,2100,99.17,,2100,149.3,,2100,204.29
,,,2099,99.2,,2099,149.33,,2099,204.32
,,,2098,99.21,,2098,149.35,,2098,204.34
,,,2097,99.2,,2097,149.34,,2097,204.33
,,,2096,99.17,,2096,149.32,,2096,204.31
,,,2095,99.15,,2095,149.31,,2095,204.29
,,,2094,99.15,,2094,149.3,,2094,204.29
,,,2093,99.15,,2093,149.29,,2093,204.28
,,,2092,99.16,,2092,149.3,,2092,204.29
,,,2091,99.18,,2091,149.33,,2091,204.32
,,,2090,99.2,,2090,149.36,,2090,204.35
,,,2089,99.22,,2089,149.38,,2089,204.37
,,,2088,99.22,,2088,149.39,,2088,204.36
,,,2087,99.22,,2087,149.38,,2087,204.35
,,,2086,99.19,,2086,149.35,,2086,204.33
,,,2085,99.15,,2085,149.31,,2085,204.29
,,,2084,99.11,,2084,149.28,,2084,204.25
,,,2083,99.11,,2083,149.27,,2083,204.23
,,,2082,99.11,,2082,149.28,,2082,204.23
,,,2081,99.12,,2081,149.29,,2081,204.23
,,,2080,99.14,,2080,149.29,,2080,204.24
,,,2079,99.17,,2079,149.3,,2079,204.26
,,,2078,99.2,,2078,149.31,,2078,204.29
,,,2077,99.22,,2077,149.32,,2077,204.31
,,,2076,99.23,,2076,149.34,,2076,204.33
,,,2075,99.24,,2075,149.36,,2075,204.34
,,,2074,99.24,,2074,149.36,,2074,204.32
,,,2073,99.21,,2073,149.33,,2073,204.28
,,,2072,99.17,,2072,149.29,,2072,204.23
,,,2071,99.15,,2071,149.27,,2071,204.21
,,,2070,99.15,,2070,149.26,,2070,204.22
,,,2069,99.14,,2069,149.26,,2069,204.23
,,,2068,99.16,,2068,149.28,,2068,204.26
,,,2067,99.21,,2067,149.33,,2067,204.3
,,,2066,99.26,,2066,149.37,,2066,204.34
,,,2065,99.28,,2065,149.38,,2065,204.35
,,,2064,99.28,,2064,149.37,,2064,204.34
,,,2063,99.27,,2063,149.37,,2063,204.34
,,,2062,99.26,,2062,149.37,,2062,204.34
,,,2061,99.24,,2061,149.38,,2061,204.33
,,,2060,99.22,,2060,149.38,,2060,204.31
,,,2059,99.23,,2059,149.4,,2059,204.32
,,,2058,99.26,,2058,149.44,,2058,204.35
,,,2057,99.28,,2057,149.46,,2057,204.38
,,,2056,99.3,,2056,149.47,,2056,204.4
,,,2055,99.31,,2055,149.46,,2055,204.41
,,,2054,99.31,,2054,149.45,,2054,204.39
,,,2053,99.27,,2053,149.4,,2053,204.33
,,,2052,99.21,,2052,149.34,,2052,204.27
,,,2051,99.17,,2051,149.31,,2051,204.25
,,,2050,99.14,,2050,149.29,,2050,204.26
,,,2049,99.13,,2049,149.28,,2049,204.27
,,,2048,99.13,,2048,149.27,,2048,204.27
,,,2047,99.15,,2047,149.28,,2047,204.29
,,,2046,99.16,,2046,149.29,,2046,204.31
,,,2045,99.16,,2045,149.28,,2045,204.3
,,,2044,99.16,,2044,149.26,,2044,204.27
,,,2043,99.19,,2043,149.27,,2043,204.26
,,,2042,99.23,,2042,149.31,,2042,204.28
,,,2041,99.24,,2041,149.32,,2041,204.29
,,,2040,99.22,,2040,149.31,,2040,204.28
,,,2039,99.18,,2039,149.29,,2039,204.28
,,,2038,99.17,,2038,149.29,,2038,204.3
,,,2037,99.18,,2037,149.33,,2037,204.35
,,,2036,99.21,,2036,149.38,,2036,204.42
,,,2035,99.25,,2035,149.44,,2035,204.48
,,,2034,99.28,,2034,149.47,,2034,204.53
,,,2033,99.28,,2033,149.45,,2033,204.51
,,,2032,99.25,,2032,149.39,,2032,204.46
,,,2031,99.22,,2031,149.34,,2031,204.39
,,,2030,99.21,,2030,149.3,,2030,204.33
,,,2029,99.22,,2029,149.29,,2029,204.31
,,,2028,99.26,,2028,149.31,,2028,204.32
,,,2027,99.3,,2027,149.37,,2027,204.36
,,,2026,99.29,,2026,149.4,,2026,204.36
,,,2025,99.22,,2025,149.38,,2025,204.32
,,,2024,99.14,,2024,149.34,,2024,204.29
,,,2023,99.11,,2023,149.33,,2023,204.3
,,,2022,99.12,,2022,149.33,,2022,204.32
,,,2021,99.13,,2021,149.31,,2021,204.3
,,,2020,99.14,,2020,149.3,,2020,204.28
,,,2019,99.18,,2019,149.33,,2019,204.3
,,,2018,99.22,,2018,149.36,,2018,204.34
,,,2017,99.24,,2017,149.39,,2017,204.37
,,,2016,99.24,,2016,149.4,,2016,204.38
,,,2015,99.27,,2015,149.44,,2015,204.4
,,,2014,99.29,,2014,149.48,,2014,204.41
,,,2013,99.28,,2013,149.47,,2013,204.39
,,,2012,99.24,,2012,149.42,,2012,204.33
,,,2011,99.21,,2011,149.39,,2011,204.31
,,,2010,99.21,,2010,149.4,,2010,204.34
,,,2009,99.22,,2009,149.41,,2009,204.36
,,,2008,99.21,,2008,149.39,,2008,204.37
,,,2007,99.21,,2007,149.36,,2007,204.36
,,,2006,99.21,,2006,149.33,,2006,204.35
,,,2005,99.18,,2005,149.29,,2005,204.31
,,,2004,99.16,,2004,149.27,,2004,204.28
,,,2003,99.17,,2003,149.29,,2003,204.29
,,,2002,99.18,,2002,149.31,,2002,204.3
,,,2001,99.17,,2001,149.3,,2001,204.27
,,,2000,99.15,,2000,149.28,,2000,204.23
,,,1999,99.16,,1999,149.28,,1999,204.24
,,,1998,99.2,,1998,149.31,,1998,204.29
,,,1997,99.23,,1997,149.33,,1997,204.32
,,,1996,99.26,,1996,149.34,,1996,204.33
,,,1995,99.29,,1995,149.35,,1995,204.34
,,,1994,99.31,,1994,149.38,,1994,204.35
,,,1993,99.32,,1993,149.39,,1993,204.34
,,,1992,99.3,,1992,149.39,,1992,204.34
,,,1991,99.28,,1991,149.4,,1991,204.35
,,,1990,99.27,,1990,149.4,,1990,204.36
,,,1989,99.25,,1989,149.38,,1989,204.34
,,,1988,99.24,,1988,149.34,,1988,204.31
,,,1987,99.25,,1987,149.34,,1987,204.31
,,,1986,99.26,,1986,149.35,,1986,204.31
,,,1985,99.22,,1985,149.34,,1985,204.29
,,,1984,99.16,,1984,149.3,,1984,204.24
,,,1983,99.12,,1983,149.29,,1983,204.22
,,,1982,99.11,,1982,149.29,,1982,204.23
,,,1981,99.12,,1981,149.31,,1981,204.25
,,,1980,99.15,,1980,149.32,,1980,204.28
,,,1979,99.2,,1979,149.36,,1979,204.34
,,,1978,99.25,,1978,149.4,,1978,204.39
,,,1977,99.26,,1977,149.42,,1977,204.41
,,,1976,99.24,,1976,149.41,,1976,204.4
,,,1975,99.21,,1975,149.38,,1975,204.39
,,,1974,99.15,,1974,149.33,,1974,204.34
,,,1973,99.08,,1973,149.24,,1973,204.25
,,,1972,99.03,,1972,149.16,,1972,204.16
,,,1971,99.06,,1971,149.17,,1971,204.16
,,,1970,99.14,,1970,149.24,,1970,204.22
,,,1969,99.21,,1969,149.3,,1969,204.28
,,,1968,99.25,,1968,149.31,,1968,204.31
,,,1967,99.26,,1967,149.3,,1967,204.31
,,,1966,99.26,,1966,149.3,,1966,204.31
,,,1965,99.24,,1965,149.31,,1965,204.29
,,,1964,99.21,,1964,149.31,,1964,204.27
,,,1963,99.22,,1963,149.33,,1963,204.28
,,,1962,99.24,,1962,149.35,,1962,204.3
,,,1961,99.25,,1961,149.34,,1961,204.3
,,,1960,99.25,,1960,149.33,,1960,204.28
,,,1959,99.26,,1959,149.35,,1959,204.29
,,,1958,99.26,,1958,149.38,,1958,204.32
,,,1957,99.24,,1957,149.38,,1957,204.31
,,,1956,99.21,,1956,149.35,,1956,204.29
,,,1955,99.22,,1955,149.35,,1955,204.28
,,,1954,99.25,,1954,149.38,,1954,204.3
,,,1953,99.28,,1953,149.4,,1953,204.32
,,,1952,99.28,,1952,149.4,,1952,204.32
,,,1951,99.26,,1951,149.4,,1951,204.33
,,,1950,99.24,,1950,149.39,,1950,204.33
,,,1949,99.2,,1949,149.36,,1949,204.32
,,,1948,99.17,,1948,149.32,,1948,204.29
,,,1947,99.16,,1947,149.3,,1947,204.27
,,,1946,99.19,,1946,149.31,,1946,204.27
,,,1945,99.21,,1945,149.33,,1945,204.25
,,,1944,99.21,,1944,149.33,,1944,204.24
,,,1943,99.2,,1943,149.32,,1943,204.24
,,,1942,99.19,,1942,149.31,,1942,204.24
,,,1941,99.17,,1941,149.3,,1941,204.25
,,,1940,99.17,,1940,149.31,,1940,204.25
,,,1939,99.18,,1939,149.33,,1939,204.27
,,,1938,99.19,,1938,149.34,,1938,204.29
,,,1937,99.18,,1937,149.32,,1937,204.29
,,,1936,99.16,,1936,149.3,,1936,204.27
,,,1935,99.15,,1935,149.3,,1935,204.26
,,,1934,99.15,,1934,149.33,,1934,204.27
,,,1933,99.16,,1933,149.34,,1933,204.27
,,,1932,99.16,,1932,149.35,,1932,204.27
,,,1931,99.17,,1931,149.35,,1931,204.27
,,,1930,99.18,,1930,149.35,,1930,204.28
,,,1929,99.17,,1929,149.34,,1929,204.26
,,,1928,99.17,,1928,149.32,,1928,204.25
,,,1927,99.18,,1927,149.34,,1927,204.27
,,,1926,99.22,,1926,149.36,,1926,204.3
,,,1925,99.24,,1925,149.37,,1925,204.31
,,,1924,99.25,,1924,149.36,,1924,204.3
,,,1923,99.26,,1923,149.34,,1923,204.28
,,,1922,99.27,,1922,149.35,,1922,204.27
,,,1921,99.27,,1921,149.36,,1921,204.24
,,,1920,99.27,,1920,149.38,,1920,204.21
,,,1919,99.26,,1919,149.41,,1919,204.2
,,,1918,99.24,,1918,149.42,,1918,204.22
,,,1917,99.22,,1917,149.41,,1917,204.24
,,,1916,99.19,,1916,149.4,,1916,204.24
,,,1915,99.17,,1915,149.39,,1915,204.25
,,,1914,99.17,,1914,149.37,,1914,204.27
,,,1913,99.16,,1913,149.34,,1913,204.26
,,,1912,99.16,,1912,149.31,,1912,204.25
,,,1911,99.17,,1911,149.3,,1911,204.24
,,,1910,99.19,,1910,149.3,,1910,204.24
,,,1909,99.2,,1909,149.3,,1909,204.24
,,,1908,99.21,,1908,149.31,,1908,204.24
,,,1907,99.21,,1907,149.33,,1907,204.25
,,,1906,99.22,,1906,149.36,,1906,204.27
,,,1905,99.21,,1905,149.37,,1905,204.27
,,,1904,99.21,,1904,149.37,,1904,204.27
,,,1903,99.21,,1903,149.38,,1903,204.28
,,,1902,99.22,,1902,149.39,,1902,204.29
,,,1901,99.22,,1901,149.39,,1901,204.3
,,,1900,99.22,,1900,149.39,,1900,204.31
,,,1899,99.22,,1899,149.38,,1899,204.31
,,,1898,99.22,,1898,149.37,,1898,204.3
,,,1897,99.21,,1897,149.35,,1897,204.29
,,,1896,99.21,,1896,149.34,,1896,204.28
,,,1895,99.22,,1895,149.34,,1895,204.29
,,,1894,99.22,,1894,149.34,,1894,204.29
,,,1893,99.2,,1893,149.33,,1893,204.26
,,,1892,99.18,,1892,149.33,,1892,204.21
,,,1891,99.18,,1891,149.33,,1891,204.19
,,,1890,99.19,,1890,149.33,,1890,204.19
,,,1889,99.19,,1889,149.32,,1889,204.2
