Machine Name,Bruker Avance III HD 600 MHz,,P40 - H NMR,
,5 mm PABBO BB Probe used with CDCL3 as solvent. 64 scans carried out. ,,Chemical Shift / ppm,Intensity 
,,,0.73,52749.81
,,,0.73,53048.11
,,,0.73,53794.5
,,,0.73,54111.63
,,,0.73,54513.23
,,,0.73,54638.08
,,,0.73,54691.95
,,,0.73,55279.27
,,,0.73,55456.91
,,,0.73,55653.19
,,,0.73,55918.05
,,,0.73,56267.77
,,,0.73,55563.09
,,,0.73,55412.48
,,,0.73,55949.78
,,,0.73,56225.56
,,,0.74,56714.64
,,,0.74,57364.64
,,,0.74,57509.92
,,,0.74,57864.89
,,,0.74,58606.69
,,,0.74,59129.38
,,,0.74,60621.86
,,,0.74,61510.53
,,,0.74,62611.23
,,,0.74,63996.61
,,,0.74,65645.16
,,,0.74,67535.63
,,,0.74,69233.91
,,,0.74,70791.5
,,,0.74,72571.66
,,,0.74,73765.08
,,,0.75,74870.25
,,,0.75,76109.48
,,,0.75,76470.19
,,,0.75,77044.42
,,,0.75,77570.16
,,,0.75,78151.45
,,,0.75,77973.47
,,,0.75,77167.42
,,,0.75,76866.66
,,,0.75,76111.77
,,,0.75,75254.88
,,,0.75,75199.39
,,,0.75,75146.2
,,,0.75,75210.73
,,,0.75,75065.2
,,,0.75,74865.17
,,,0.76,74578.72
,,,0.76,74996.75
,,,0.76,75482.02
,,,0.76,75969.7
,,,0.76,76666.3
,,,0.76,77401.14
,,,0.76,78347.98
,,,0.76,79823.67
,,,0.76,81822.25
,,,0.76,83658.56
,,,0.76,85500.67
,,,0.76,87430.14
,,,0.76,89724.34
,,,0.76,90960.73
,,,0.76,92632.22
,,,0.76,94814.64
,,,0.77,95912.52
,,,0.77,96937.52
,,,0.77,97508.36
,,,0.77,98205.14
,,,0.77,98348.53
,,,0.77,98804.36
,,,0.77,99610.25
,,,0.77,100387.64
,,,0.77,101238.14
,,,0.77,101345.73
,,,0.77,101983.61
,,,0.77,101818.45
,,,0.77,102414.17
,,,0.77,102603.14
,,,0.77,102644.95
,,,0.77,102528.23
,,,0.78,102988.23
,,,0.78,102911.03
,,,0.78,103104.7
,,,0.78,102453.06
,,,0.78,102284.78
,,,0.78,103097.52
,,,0.78,103192.52
,,,0.78,103469.2
,,,0.78,103747.47
,,,0.78,104496.78
,,,0.78,105168.69
,,,0.78,106401.78
,,,0.78,107351.58
,,,0.78,108431
,,,0.78,110120
,,,0.78,111129.94
,,,0.79,112750.83
,,,0.79,114506.16
,,,0.79,115971.42
,,,0.79,118184.8
,,,0.79,120437.94
,,,0.79,122068.84
,,,0.79,124214.31
,,,0.79,126816.06
,,,0.79,129043.03
,,,0.79,131684.83
,,,0.79,134936.16
,,,0.79,137566.88
,,,0.79,140941.34
,,,0.79,144374.7
,,,0.79,147686.19
,,,0.8,151654.67
,,,0.8,156140.91
,,,0.8,160287.83
,,,0.8,165070.88
,,,0.8,170197.97
,,,0.8,175426.03
,,,0.8,180370.39
,,,0.8,185481.33
,,,0.8,191749
,,,0.8,197755.89
,,,0.8,204889.61
,,,0.8,212046.02
,,,0.8,219704.19
,,,0.8,227042.97
,,,0.8,234543.27
,,,0.8,241603.42
,,,0.81,248853.33
,,,0.81,256291.58
,,,0.81,263755.05
,,,0.81,271861.17
,,,0.81,278480.2
,,,0.81,283773.78
,,,0.81,288296.55
,,,0.81,292480.48
,,,0.81,295757.63
,,,0.81,298897.33
,,,0.81,302481.17
,,,0.81,305679.7
,,,0.81,308824.09
,,,0.81,312168.08
,,,0.81,315280.92
,,,0.81,317977.7
,,,0.82,321342.83
,,,0.82,325658.55
,,,0.82,330855.48
,,,0.82,336971.14
,,,0.82,344410.05
,,,0.82,353600.88
,,,0.82,365501.44
,,,0.82,380108.44
,,,0.82,397406.13
,,,0.82,418401.3
,,,0.82,442879.42
,,,0.82,470341.23
,,,0.82,500560.11
,,,0.82,531717.77
,,,0.82,562097.27
,,,0.82,591292.66
,,,0.83,615038.13
,,,0.83,633251.28
,,,0.83,647134.5
,,,0.83,657252.39
,,,0.83,663265.88
,,,0.83,666414.11
,,,0.83,666318.91
,,,0.83,662391.03
,,,0.83,654809.7
,,,0.83,644170.31
,,,0.83,631416.09
,,,0.83,616757.81
,,,0.83,601986.31
,,,0.83,587602.42
,,,0.83,574539.55
,,,0.83,563592.66
,,,0.84,554507.19
,,,0.84,549012.78
,,,0.84,546669.52
,,,0.84,548100.69
,,,0.84,554571.16
,,,0.84,566468.91
,,,0.84,582229.09
,,,0.84,602786
,,,0.84,624169.48
,,,0.84,644455.16
,,,0.84,661858.7
,,,0.84,676615.14
,,,0.84,688604.11
,,,0.84,697279.25
,,,0.84,704101.64
,,,0.84,710003.08
,,,0.85,713933.91
,,,0.85,715141.23
,,,0.85,714020.06
,,,0.85,710172.47
,,,0.85,705256.03
,,,0.85,700467.84
,,,0.85,696273.3
,,,0.85,694423.08
,,,0.85,695972.67
,,,0.85,701558.39
,,,0.85,709664.75
,,,0.85,719921.86
,,,0.85,733314.84
,,,0.85,749714.39
,,,0.85,769352.22
,,,0.85,791511.42
,,,0.86,815104.91
,,,0.86,838436.17
,,,0.86,861725.39
,,,0.86,885600.33
,,,0.86,911443.83
,,,0.86,940065.73
,,,0.86,973504.42
,,,0.86,1010794.91
,,,0.86,1050730.7
,,,0.86,1089200.88
,,,0.86,1120072.8
,,,0.86,1139955.22
,,,0.86,1149961.11
,,,0.86,1151372.39
,,,0.86,1146281.31
,,,0.86,1135135.08
,,,0.87,1117895.72
,,,0.87,1095543.48
,,,0.87,1073096.38
,,,0.87,1054010.92
,,,0.87,1040818.53
,,,0.87,1034680.73
,,,0.87,1036016.59
,,,0.87,1043858.16
,,,0.87,1058372.67
,,,0.87,1079301.91
,,,0.87,1104424.33
,,,0.87,1132303.91
,,,0.87,1161116.44
,,,0.87,1192041.19
,,,0.87,1226406.2
,,,0.87,1266608.75
,,,0.88,1315281.22
,,,0.88,1375079.78
,,,0.88,1449530.25
,,,0.88,1542896.06
,,,0.88,1655551.75
,,,0.88,1775617.75
,,,0.88,1882619.7
,,,0.88,1958656.55
,,,0.88,2004547.84
,,,0.88,2026582.16
,,,0.88,2029726.5
,,,0.88,2013276.08
,,,0.88,1975367.08
,,,0.88,1918140.25
,,,0.88,1850155.94
,,,0.88,1780630.63
,,,0.89,1717755.44
,,,0.89,1668055.73
,,,0.89,1632799.38
,,,0.89,1609790.69
,,,0.89,1594407.16
,,,0.89,1581047.83
,,,0.89,1563551.98
,,,0.89,1540009.95
,,,0.89,1510429.66
,,,0.89,1478118.11
,,,0.89,1445180.59
,,,0.89,1412989.97
,,,0.89,1383157.11
,,,0.89,1356022.08
,,,0.89,1331945.67
,,,0.89,1309815.08
,,,0.9,1287044.75
,,,0.9,1261468.84
,,,0.9,1231455.3
,,,0.9,1197292.84
,,,0.9,1160777.47
,,,0.9,1122933.3
,,,0.9,1085123.16
,,,0.9,1046017.14
,,,0.9,1005819.58
,,,0.9,965089.08
,,,0.9,925527.69
,,,0.9,888660.31
,,,0.9,855918.13
,,,0.9,829574.34
,,,0.9,808024.52
,,,0.9,790716.59
,,,0.91,777811.77
,,,0.91,768636
,,,0.91,760935.75
,,,0.91,750648.06
,,,0.91,734752.47
,,,0.91,713083.42
,,,0.91,692240.97
,,,0.91,675672.72
,,,0.91,663847.77
,,,0.91,656955.56
,,,0.91,653590.73
,,,0.91,654138.38
,,,0.91,657758.36
,,,0.91,664405.8
,,,0.91,674380.11
,,,0.91,687910.41
,,,0.92,704842.75
,,,0.92,725835.91
,,,0.92,750678.02
,,,0.92,778628.33
,,,0.92,809901.7
,,,0.92,845176.69
,,,0.92,883650.39
,,,0.92,925361.7
,,,0.92,969450.61
,,,0.92,1017627.94
,,,0.92,1068701.64
,,,0.92,1123588.53
,,,0.92,1184535.78
,,,0.92,1252776.45
,,,0.92,1329648.16
,,,0.92,1417228.95
,,,0.93,1516074.47
,,,0.93,1627184.56
,,,0.93,1751615.7
,,,0.93,1890393.77
,,,0.93,2039233.16
,,,0.93,2188616.48
,,,0.93,2324872.23
,,,0.93,2434267.02
,,,0.93,2506982.92
,,,0.93,2540786.03
,,,0.93,2541418.3
,,,0.93,2517367.25
,,,0.93,2475373.56
,,,0.93,2420350.98
,,,0.93,2351261.61
,,,0.93,2267078.34
,,,0.94,2166399.5
,,,0.94,2050333.05
,,,0.94,1923789
,,,0.94,1792613.77
,,,0.94,1661280.48
,,,0.94,1534745.2
,,,0.94,1413578.69
,,,0.94,1298290.16
,,,0.94,1189601.81
,,,0.94,1087657.77
,,,0.94,993505.44
,,,0.94,907776.14
,,,0.94,830056.27
,,,0.94,761504.72
,,,0.94,700984.97
,,,0.95,648303.77
,,,0.95,602631.36
,,,0.95,563328.84
,,,0.95,529570.28
,,,0.95,500019.33
,,,0.95,474376.27
,,,0.95,451755.97
,,,0.95,433048.19
,,,0.95,417334.25
,,,0.95,402913.56
,,,0.95,390586.97
,,,0.95,379802.92
,,,0.95,370401.06
,,,0.95,362294.7
,,,0.95,355171.19
,,,0.95,349162.39
,,,0.96,344948.45
,,,0.96,341599.89
,,,0.96,339350.53
,,,0.96,336770.08
,,,0.96,335031.81
,,,0.96,332925.97
,,,0.96,331199
,,,0.96,329273.33
,,,0.96,326198.81
,,,0.96,323398.59
,,,0.96,319692.89
,,,0.96,315826.94
,,,0.96,312433.7
,,,0.96,308783.55
,,,0.96,304970.81
,,,0.96,300017.38
,,,0.97,295283.92
,,,0.97,290137.64
,,,0.97,285065.88
,,,0.97,280198.47
,,,0.97,275491.98
,,,0.97,271413.48
,,,0.97,268305.45
,,,0.97,265284.13
,,,0.97,262181.39
,,,0.97,259521.52
,,,0.97,256032.86
,,,0.97,252907.77
,,,0.97,249800.19
,,,0.97,247445.56
,,,0.97,244905.53
,,,0.97,242842.64
,,,0.98,241310.66
,,,0.98,240056.05
,,,0.98,239364.56
,,,0.98,239007.5
,,,0.98,238076.75
,,,0.98,237682.02
,,,0.98,237340.22
,,,0.98,236191.02
,,,0.98,235452.19
,,,0.98,234866.27
,,,0.98,234743.39
,,,0.98,235083.73
,,,0.98,235447.03
,,,0.98,235762.48
,,,0.98,236451.5
,,,0.98,237275.58
,,,0.99,238244.83
,,,0.99,238831.97
,,,0.99,240364.42
,,,0.99,242264.78
,,,0.99,244530.02
,,,0.99,247097.81
,,,0.99,249868.25
,,,0.99,252942.22
,,,0.99,255599.34
,,,0.99,258380
,,,0.99,261888.06
,,,0.99,265903.13
,,,0.99,270189.73
,,,0.99,274509.98
,,,0.99,278650.42
,,,0.99,283489.48
,,,1,287862.31
,,,1,292046.03
,,,1,297069.42
,,,1,301895.38
,,,1,307633.36
,,,1,314294.88
,,,1,322370.81
,,,1,331868.27
,,,1,342622.41
,,,1,354586.61
,,,1,367848.91
,,,1,381519.69
,,,1,395539.41
,,,1,407985.19
,,,1,418569.73
,,,1,425782.08
,,,1.01,429554.53
,,,1.01,430676.09
,,,1.01,428694.28
,,,1.01,424147.88
,,,1.01,418437.67
,,,1.01,411832.94
,,,1.01,404136.59
,,,1.01,397498.42
,,,1.01,390814.72
,,,1.01,384768.83
,,,1.01,379521.38
,,,1.01,374387.2
,,,1.01,369985.03
,,,1.01,365820.67
,,,1.01,362286.91
,,,1.01,358778.16
,,,1.02,355945.97
,,,1.02,353440.38
,,,1.02,351330.05
,,,1.02,349257.55
,,,1.02,348297.55
,,,1.02,347350.48
,,,1.02,347348.72
,,,1.02,348054.64
,,,1.02,349440.09
,,,1.02,351654.66
,,,1.02,354237.09
,,,1.02,358051.38
,,,1.02,361717.41
,,,1.02,366323.83
,,,1.02,371859.25
,,,1.02,378196.63
,,,1.03,384954.08
,,,1.03,392761.3
,,,1.03,401234.13
,,,1.03,411352.19
,,,1.03,422248.75
,,,1.03,433967.75
,,,1.03,447389.38
,,,1.03,462347.3
,,,1.03,478053.42
,,,1.03,496321.38
,,,1.03,516260.64
,,,1.03,539152.48
,,,1.03,564724.22
,,,1.03,592586.92
,,,1.03,623706.41
,,,1.03,657374
,,,1.04,694232.11
,,,1.04,732977.72
,,,1.04,773656.81
,,,1.04,815178.53
,,,1.04,857742.75
,,,1.04,899402.17
,,,1.04,939778.89
,,,1.04,978721.64
,,,1.04,1015650.45
,,,1.04,1052205.3
,,,1.04,1089455.36
,,,1.04,1128106.47
,,,1.04,1168622.14
,,,1.04,1212365.98
,,,1.04,1258940.97
,,,1.04,1307806.66
,,,1.05,1357359.88
,,,1.05,1405897.58
,,,1.05,1452520.44
,,,1.05,1494852.66
,,,1.05,1532440.41
,,,1.05,1564610.38
,,,1.05,1591921.38
,,,1.05,1616516.02
,,,1.05,1637326.91
,,,1.05,1657437.34
,,,1.05,1679686.02
,,,1.05,1705285.5
,,,1.05,1737184.16
,,,1.05,1777980.25
,,,1.05,1830909.41
,,,1.05,1899191.47
,,,1.06,1983850.17
,,,1.06,2088111.47
,,,1.06,2211207.28
,,,1.06,2352575.53
,,,1.06,2507469.11
,,,1.06,2668424.33
,,,1.06,2827245.52
,,,1.06,2974833.91
,,,1.06,3104269.38
,,,1.06,3212600.23
,,,1.06,3300267.06
,,,1.06,3370982.19
,,,1.06,3428880.39
,,,1.06,3473529.05
,,,1.06,3501527.41
,,,1.06,3504743.98
,,,1.07,3473803.63
,,,1.07,3401697.78
,,,1.07,3284649.81
,,,1.07,3125656.23
,,,1.07,2932597.22
,,,1.07,2715829.95
,,,1.07,2488043.89
,,,1.07,2260031.91
,,,1.07,2040001.98
,,,1.07,1834901.17
,,,1.07,1647475.78
,,,1.07,1479668
,,,1.07,1332760.06
,,,1.07,1204360.02
,,,1.07,1093397.19
,,,1.07,998182.84
,,,1.08,917513.95
,,,1.08,848430.23
,,,1.08,790568.83
,,,1.08,740610
,,,1.08,697696.31
,,,1.08,660848.53
,,,1.08,629512.61
,,,1.08,601890.34
,,,1.08,577656.44
,,,1.08,556447.47
,,,1.08,537646.2
,,,1.08,520843.34
,,,1.08,505681.56
,,,1.08,492111.28
,,,1.08,479606.98
,,,1.08,467954.72
,,,1.09,456427.31
,,,1.09,446823.27
,,,1.09,437953.5
,,,1.09,428483.42
,,,1.09,420303.25
,,,1.09,412592.89
,,,1.09,404959.3
,,,1.09,397872.72
,,,1.09,390581.25
,,,1.09,384315.75
,,,1.09,378352.91
,,,1.09,372638.03
,,,1.09,367520.7
,,,1.09,362592.28
,,,1.09,358491.88
,,,1.1,354698.92
,,,1.1,350891.75
,,,1.1,347236.11
,,,1.1,344239.34
,,,1.1,341003.58
,,,1.1,338754.2
,,,1.1,336181
,,,1.1,334058.94
,,,1.1,332440.59
,,,1.1,330649.72
,,,1.1,328926.58
,,,1.1,327345.59
,,,1.1,326104.69
,,,1.1,324617.38
,,,1.1,323420.78
,,,1.1,322232.56
,,,1.11,321231.11
,,,1.11,320440.89
,,,1.11,319394.88
,,,1.11,318429.92
,,,1.11,317484.38
,,,1.11,317585.05
,,,1.11,317838.73
,,,1.11,317551.83
,,,1.11,317218.94
,,,1.11,317483.7
,,,1.11,317786.47
,,,1.11,317980.47
,,,1.11,318057.81
,,,1.11,318304.67
,,,1.11,319117.69
,,,1.11,320056.61
,,,1.12,320819.69
,,,1.12,322516.11
,,,1.12,323895.05
,,,1.12,325386.13
,,,1.12,327294.92
,,,1.12,328872.7
,,,1.12,330680.03
,,,1.12,332630.34
,,,1.12,333690.16
,,,1.12,334663.27
,,,1.12,335763.55
,,,1.12,336464.05
,,,1.12,337250.31
,,,1.12,338182.84
,,,1.12,338582.45
,,,1.12,338945.34
,,,1.13,339369.73
,,,1.13,340054.67
,,,1.13,340424.73
,,,1.13,340818.7
,,,1.13,341143.92
,,,1.13,341970.25
,,,1.13,343106.17
,,,1.13,344089.16
,,,1.13,344771.19
,,,1.13,345805.48
,,,1.13,347339.88
,,,1.13,348910.13
,,,1.13,350550.91
,,,1.13,352559.05
,,,1.13,354271.88
,,,1.13,356056.05
,,,1.14,358317.09
,,,1.14,360928.73
,,,1.14,363225.89
,,,1.14,366019.55
,,,1.14,368940.41
,,,1.14,371144.06
,,,1.14,373668.64
,,,1.14,376480.25
,,,1.14,378905.56
,,,1.14,381675.73
,,,1.14,383923.89
,,,1.14,385764.41
,,,1.14,388540.25
,,,1.14,390973.25
,,,1.14,393604.59
,,,1.14,396423.75
,,,1.15,400006.45
,,,1.15,403296.78
,,,1.15,406535.38
,,,1.15,410238.52
,,,1.15,413623.98
,,,1.15,417994.59
,,,1.15,422559.05
,,,1.15,426877.22
,,,1.15,431220.61
,,,1.15,436582.67
,,,1.15,441683.05
,,,1.15,447065.16
,,,1.15,452619.84
,,,1.15,457843.89
,,,1.15,463760.98
,,,1.15,469900.45
,,,1.16,476221.55
,,,1.16,482793.58
,,,1.16,489815.34
,,,1.16,496930.73
,,,1.16,504110.59
,,,1.16,511840.52
,,,1.16,519766.22
,,,1.16,527475.94
,,,1.16,536214.58
,,,1.16,544751.11
,,,1.16,553959.09
,,,1.16,562862.06
,,,1.16,572817.13
,,,1.16,583280.98
,,,1.16,593464.56
,,,1.16,604345.31
,,,1.17,615195.69
,,,1.17,625737.3
,,,1.17,637047.55
,,,1.17,648021.13
,,,1.17,659001.36
,,,1.17,670240.31
,,,1.17,681550.19
,,,1.17,693206.17
,,,1.17,704235.61
,,,1.17,715401.31
,,,1.17,726377.92
,,,1.17,737570.11
,,,1.17,748924.06
,,,1.17,760769.48
,,,1.17,773040.98
,,,1.17,785116.13
,,,1.18,797819.31
,,,1.18,810767.39
,,,1.18,824698.64
,,,1.18,839029.86
,,,1.18,854340.41
,,,1.18,869860.42
,,,1.18,886309.67
,,,1.18,903225.33
,,,1.18,921711.45
,,,1.18,940336.5
,,,1.18,959203
,,,1.18,978828.63
,,,1.18,998578.89
,,,1.18,1017496.5
,,,1.18,1036508.66
,,,1.18,1054842.75
,,,1.19,1072660.78
,,,1.19,1089390.83
,,,1.19,1104601.25
,,,1.19,1118176.55
,,,1.19,1130255.56
,,,1.19,1140939.08
,,,1.19,1150290.55
,,,1.19,1158028.28
,,,1.19,1164768.3
,,,1.19,1171069.33
,,,1.19,1177011.64
,,,1.19,1182713.66
,,,1.19,1188536.19
,,,1.19,1194682.86
,,,1.19,1201834.58
,,,1.19,1209944.95
,,,1.2,1219873.94
,,,1.2,1231985.31
,,,1.2,1245974
,,,1.2,1261386.5
,,,1.2,1277838.84
,,,1.2,1296518.92
,,,1.2,1316922.59
,,,1.2,1338487.05
,,,1.2,1361925.67
,,,1.2,1386354.59
,,,1.2,1412604.13
,,,1.2,1439910.44
,,,1.2,1467844.17
,,,1.2,1495603.63
,,,1.2,1523544.58
,,,1.2,1551908.61
,,,1.21,1580117.33
,,,1.21,1608005.44
,,,1.21,1635918.92
,,,1.21,1663603.88
,,,1.21,1690277.86
,,,1.21,1716367.3
,,,1.21,1742485.16
,,,1.21,1767469.11
,,,1.21,1791519.13
,,,1.21,1815128.33
,,,1.21,1837987.38
,,,1.21,1860439.31
,,,1.21,1881820.66
,,,1.21,1902916.03
,,,1.21,1923135.61
,,,1.21,1942366.19
,,,1.22,1961354.03
,,,1.22,1979442.84
,,,1.22,1995384.67
,,,1.22,2010144.11
,,,1.22,2023649.72
,,,1.22,2035920.19
,,,1.22,2047513.64
,,,1.22,2058321.78
,,,1.22,2068389.84
,,,1.22,2076787.64
,,,1.22,2083704.8
,,,1.22,2089019.28
,,,1.22,2093010.88
,,,1.22,2097118.38
,,,1.22,2100672.42
,,,1.22,2104576.33
,,,1.23,2108098.58
,,,1.23,2112089.36
,,,1.23,2116833.09
,,,1.23,2122255.05
,,,1.23,2128588
,,,1.23,2135749
,,,1.23,2144654.13
,,,1.23,2154906.94
,,,1.23,2166681.45
,,,1.23,2180009.84
,,,1.23,2194754.27
,,,1.23,2211676.45
,,,1.23,2230594.31
,,,1.23,2251728.14
,,,1.23,2275158.48
,,,1.23,2300158.36
,,,1.24,2327347.58
,,,1.24,2357312.7
,,,1.24,2389709
,,,1.24,2425117.64
,,,1.24,2463255.19
,,,1.24,2504698.13
,,,1.24,2550059.69
,,,1.24,2598730.67
,,,1.24,2651215.66
,,,1.24,2707942.92
,,,1.24,2769935.09
,,,1.24,2837000.44
,,,1.24,2910565.13
,,,1.24,2991704.25
,,,1.24,3080871.88
,,,1.24,3180022.75
,,,1.25,3290695.09
,,,1.25,3415478.28
,,,1.25,3556472.42
,,,1.25,3715180.59
,,,1.25,3895018.7
,,,1.25,4097869.72
,,,1.25,4323813.33
,,,1.25,4570144.61
,,,1.25,4829946.17
,,,1.25,5091366.41
,,,1.25,5341009.58
,,,1.25,5566569.05
,,,1.25,5760854.92
,,,1.25,5920178.23
,,,1.25,6044601.22
,,,1.26,6134856.94
,,,1.26,6191998.19
,,,1.26,6216134.09
,,,1.26,6206966.72
,,,1.26,6166214.58
,,,1.26,6095660.22
,,,1.26,5998503.56
,,,1.26,5877897.61
,,,1.26,5738858.3
,,,1.26,5585968.73
,,,1.26,5423424.28
,,,1.26,5254709.95
,,,1.26,5085234.11
,,,1.26,4917243.3
,,,1.26,4752482.75
,,,1.26,4593074.11
,,,1.27,4440442.63
,,,1.27,4296345.52
,,,1.27,4161079.94
,,,1.27,4035014.69
,,,1.27,3916642.78
,,,1.27,3807130.03
,,,1.27,3705065.44
,,,1.27,3609020.14
,,,1.27,3519698.22
,,,1.27,3435760.94
,,,1.27,3355964.84
,,,1.27,3280982.48
,,,1.27,3210300.45
,,,1.27,3143194.84
,,,1.27,3080031.66
,,,1.27,3020371.5
,,,1.28,2964648.83
,,,1.28,2913144.89
,,,1.28,2865702.81
,,,1.28,2821535.05
,,,1.28,2781065.72
,,,1.28,2743923.72
,,,1.28,2709776.88
,,,1.28,2677592.45
,,,1.28,2647496.55
,,,1.28,2619073.88
,,,1.28,2592508.56
,,,1.28,2566458.67
,,,1.28,2541471.39
,,,1.28,2517293.91
,,,1.28,2493401.05
,,,1.28,2470709.59
,,,1.29,2448458.3
,,,1.29,2427185.31
,,,1.29,2407103.55
,,,1.29,2388038.89
,,,1.29,2369174.78
,,,1.29,2351540.11
,,,1.29,2334811.25
,,,1.29,2318847.97
,,,1.29,2303925.66
,,,1.29,2289939.17
,,,1.29,2276887.67
,,,1.29,2265770.58
,,,1.29,2256103.28
,,,1.29,2248241.56
,,,1.29,2242080.58
,,,1.29,2236743.75
,,,1.3,2232411.2
,,,1.3,2230150.42
,,,1.3,2228632.5
,,,1.3,2227430.66
,,,1.3,2227073.83
,,,1.3,2226641.52
,,,1.3,2225299.81
,,,1.3,2222544.67
,,,1.3,2218455.92
,,,1.3,2212309.95
,,,1.3,2204095.78
,,,1.3,2194594.2
,,,1.3,2182239.77
,,,1.3,2167903.3
,,,1.3,2151762.72
,,,1.3,2133853.77
,,,1.31,2113950.41
,,,1.31,2092855.22
,,,1.31,2070832.67
,,,1.31,2046876.86
,,,1.31,2022146.3
,,,1.31,1996900.77
,,,1.31,1971587.53
,,,1.31,1946084.77
,,,1.31,1920262.98
,,,1.31,1894389.52
,,,1.31,1869572.84
,,,1.31,1845977.58
,,,1.31,1822677.91
,,,1.31,1800498.52
,,,1.31,1778462.58
,,,1.31,1757636.8
,,,1.32,1736990.36
,,,1.32,1716596.25
,,,1.32,1696292.05
,,,1.32,1675687.34
,,,1.32,1655012.38
,,,1.32,1634047.13
,,,1.32,1613113.98
,,,1.32,1591959.09
,,,1.32,1570506.27
,,,1.32,1549639.16
,,,1.32,1528833.16
,,,1.32,1508295.38
,,,1.32,1487771.41
,,,1.32,1467713.16
,,,1.32,1447100.34
,,,1.32,1426436.89
,,,1.33,1406131.94
,,,1.33,1385204.22
,,,1.33,1364316.42
,,,1.33,1343296.86
,,,1.33,1322292.3
,,,1.33,1301414.66
,,,1.33,1280932.77
,,,1.33,1261089.55
,,,1.33,1241757.94
,,,1.33,1222301.03
,,,1.33,1203277.92
,,,1.33,1184775.14
,,,1.33,1166609.44
,,,1.33,1148151.75
,,,1.33,1129786.52
,,,1.33,1112112.09
,,,1.34,1094820.8
,,,1.34,1077510.56
,,,1.34,1060874
,,,1.34,1044514.55
,,,1.34,1028472.81
,,,1.34,1013146.19
,,,1.34,998095.58
,,,1.34,982620.91
,,,1.34,968270.38
,,,1.34,954485.05
,,,1.34,941184.28
,,,1.34,928003.77
,,,1.34,915018.56
,,,1.34,902806.83
,,,1.34,890730.09
,,,1.34,878702.98
,,,1.35,865783.02
,,,1.35,853421.31
,,,1.35,841574.27
,,,1.35,829688.27
,,,1.35,817563.63
,,,1.35,804792.78
,,,1.35,791797.17
,,,1.35,779189.94
,,,1.35,766401.13
,,,1.35,753764.73
,,,1.35,741344.88
,,,1.35,728987.48
,,,1.35,716811.83
,,,1.35,705229.55
,,,1.35,693901.98
,,,1.35,683091.02
,,,1.36,672290.73
,,,1.36,662132.63
,,,1.36,652489.06
,,,1.36,642911.39
,,,1.36,634328.19
,,,1.36,626106.59
,,,1.36,618138.94
,,,1.36,610013.61
,,,1.36,602694.81
,,,1.36,595094.2
,,,1.36,587377.08
,,,1.36,580310.45
,,,1.36,573386.98
,,,1.36,566442.69
,,,1.36,559951.3
,,,1.36,553628.33
,,,1.37,547455.2
,,,1.37,541055.25
,,,1.37,534377.16
,,,1.37,527318.02
,,,1.37,520275.31
,,,1.37,513249.63
,,,1.37,506887.84
,,,1.37,501261.83
,,,1.37,496147.53
,,,1.37,491168.19
,,,1.37,486249.41
,,,1.37,481728.03
,,,1.37,477169.84
,,,1.37,473612.09
,,,1.37,470446.48
,,,1.37,467254.33
,,,1.38,464115.66
,,,1.38,461227.11
,,,1.38,459111.47
,,,1.38,457261.06
,,,1.38,455270.88
,,,1.38,453204.48
,,,1.38,451352.27
,,,1.38,449327.7
,,,1.38,447474.7
,,,1.38,445155.63
,,,1.38,442448.03
,,,1.38,439690.3
,,,1.38,436201.19
,,,1.38,432723.41
,,,1.38,427643.53
,,,1.38,422153.22
,,,1.39,415568.39
,,,1.39,408579.78
,,,1.39,401532.27
,,,1.39,393689.88
,,,1.39,385999.48
,,,1.39,378578.77
,,,1.39,371709.91
,,,1.39,365272.52
,,,1.39,358549.14
,,,1.39,352656.7
,,,1.39,346812.59
,,,1.39,341062.73
,,,1.39,335460.63
,,,1.39,330523.61
,,,1.39,325690.09
,,,1.39,321223.63
,,,1.4,317465.8
,,,1.4,314259.94
,,,1.4,310532.08
,,,1.4,307338.52
,,,1.4,304565.03
,,,1.4,302364.95
,,,1.4,300354.55
,,,1.4,298428.36
,,,1.4,296337.02
,,,1.4,294308.58
,,,1.4,293200.16
,,,1.4,291571.89
,,,1.4,290073.02
,,,1.4,287816.25
,,,1.4,285449.56
,,,1.41,283436.16
,,,1.41,281778.17
,,,1.41,279848.11
,,,1.41,278503.66
,,,1.41,277851.48
,,,1.41,277463.72
,,,1.41,276680.5
,,,1.41,276245.06
,,,1.41,276163.47
,,,1.41,276266.69
,,,1.41,276904.78
,,,1.41,277507.48
,,,1.41,278137.64
,,,1.41,279381.52
,,,1.41,280405.39
,,,1.41,281080.63
,,,1.42,281692.94
,,,1.42,282837.78
,,,1.42,283071.11
,,,1.42,283541.78
,,,1.42,283851.38
,,,1.42,283502.52
,,,1.42,283352.38
,,,1.42,282248.3
,,,1.42,280791.98
,,,1.42,279194.72
,,,1.42,276562.97
,,,1.42,273593.83
,,,1.42,270098.03
,,,1.42,266164.03
,,,1.42,261758.28
,,,1.42,257229.75
,,,1.43,252741.61
,,,1.43,248417.58
,,,1.43,244549.02
,,,1.43,240538.61
,,,1.43,236611.95
,,,1.43,232637.94
,,,1.43,229016.77
,,,1.43,225938.11
,,,1.43,222806.91
,,,1.43,220209.8
,,,1.43,217867.27
,,,1.43,215411.88
,,,1.43,213174.13
,,,1.43,210865.56
,,,1.43,209215.45
,,,1.43,207441.97
