Machine Name,Bruker Avance III HD 600 MHz,,P40 - C NMR,
,5 mm PABBO BB Probe used with CDCL3 as solvent. 4096 scans carried out. ,,Chemical Shift / ppm,Intensity 
,,,42.88,-3982.52
,,,42.88,-2747.61
,,,42.88,-1505.71
,,,42.88,-1063.22
,,,42.88,-1423.21
,,,42.89,-1804.67
,,,42.89,-1544.9
,,,42.89,-773.48
,,,42.89,234.64
,,,42.89,1349.35
,,,42.89,2035.46
,,,42.9,1845.55
,,,42.9,1149.1
,,,42.9,446
,,,42.9,-219.99
,,,42.9,-807.3
,,,42.91,-1162.05
,,,42.91,-1364.59
,,,42.91,-1601.49
,,,42.91,-1816.28
,,,42.91,-1739.56
,,,42.91,-1216.46
,,,42.92,-435.83
,,,42.92,206.42
,,,42.92,415.22
,,,42.92,114.39
,,,42.92,-562.37
,,,42.93,-1304.43
,,,42.93,-1837.66
,,,42.93,-2126.03
,,,42.93,-2338.22
,,,42.93,-2750.34
,,,42.93,-3428.13
,,,42.94,-3984.33
,,,42.94,-4137.4
,,,42.94,-3974.49
,,,42.94,-3325.29
,,,42.94,-2049.69
,,,42.95,-720.59
,,,42.95,79.52
,,,42.95,312.7
,,,42.95,56.36
,,,42.95,-584.24
,,,42.95,-1414.84
,,,42.96,-2226.21
,,,42.96,-2845.59
,,,42.96,-3338.92
,,,42.96,-3691.32
,,,42.96,-3555.95
,,,42.97,-2925.79
,,,42.97,-2193.9
,,,42.97,-1706.37
,,,42.97,-1887.35
,,,42.97,-2798.18
,,,42.97,-3822.01
,,,42.98,-4602.5
,,,42.98,-5302.16
,,,42.98,-5917.46
,,,42.98,-6202.36
,,,42.98,-5960.8
,,,42.99,-5348.15
,,,42.99,-4971.28
,,,42.99,-5330.11
,,,42.99,-6266.65
,,,42.99,-7082.33
,,,42.99,-7164.85
,,,43,-6552.01
,,,43,-5743.69
,,,43,-5199.15
,,,43,-5169.64
,,,43,-5509.4
,,,43.01,-5724.78
,,,43.01,-5640.78
,,,43.01,-5609.61
,,,43.01,-5747.53
,,,43.01,-5567.24
,,,43.01,-4737.39
,,,43.02,-3690.99
,,,43.02,-3194.47
,,,43.02,-3562.7
,,,43.02,-4310.78
,,,43.02,-4736.74
,,,43.03,-4840.99
,,,43.03,-4978.29
,,,43.03,-5003.76
,,,43.03,-4759.48
,,,43.03,-4630.77
,,,43.03,-4918.21
,,,43.04,-5431.35
,,,43.04,-5750.52
,,,43.04,-5408.34
,,,43.04,-4216.02
,,,43.04,-2578.76
,,,43.05,-1090.04
,,,43.05,1.45
,,,43.05,649.21
,,,43.05,863.4
,,,43.05,931.42
,,,43.05,1120.21
,,,43.06,1128.54
,,,43.06,512.31
,,,43.06,-548.23
,,,43.06,-1489.34
,,,43.06,-2052.25
,,,43.07,-2324.92
,,,43.07,-2439.14
,,,43.07,-2447.24
,,,43.07,-2308.17
,,,43.07,-2084.19
,,,43.07,-2020.79
,,,43.08,-2092.29
,,,43.08,-1985.88
,,,43.08,-1610.95
,,,43.08,-890.48
,,,43.08,240.67
,,,43.09,1168.04
,,,43.09,1269.72
,,,43.09,916.13
,,,43.09,609.36
,,,43.09,314.48
,,,43.1,128.64
,,,43.1,248.6
,,,43.1,438.69
,,,43.1,358.39
,,,43.1,68.61
,,,43.1,-50.69
,,,43.11,184.55
,,,43.11,446.42
,,,43.11,325.03
,,,43.11,-194.17
,,,43.11,-862.59
,,,43.12,-1391
,,,43.12,-1636.63
,,,43.12,-1801.3
,,,43.12,-2178.25
,,,43.12,-2797.41
,,,43.12,-3538.71
,,,43.13,-4326.86
,,,43.13,-5095.78
,,,43.13,-5669.83
,,,43.13,-5778.93
,,,43.13,-5348.58
,,,43.14,-4674.3
,,,43.14,-4080.45
,,,43.14,-3496.16
,,,43.14,-2754.2
,,,43.14,-2291.72
,,,43.14,-2630.66
,,,43.15,-3233.16
,,,43.15,-3263.75
,,,43.15,-2858.15
,,,43.15,-2509.61
,,,43.15,-2567.97
,,,43.16,-3372.66
,,,43.16,-4485.08
,,,43.16,-4963.01
,,,43.16,-4815.75
,,,43.16,-4622.7
,,,43.16,-4394.63
,,,43.17,-3856.28
,,,43.17,-3010.71
,,,43.17,-2146.63
,,,43.17,-1505.56
,,,43.17,-962.39
,,,43.18,-297.42
,,,43.18,515.61
,,,43.18,1497.8
,,,43.18,2599.64
,,,43.18,3458.83
,,,43.18,3693.91
,,,43.19,3446.16
,,,43.19,3320.75
,,,43.19,3631
,,,43.19,3935.19
,,,43.19,3591.71
,,,43.2,2674.8
,,,43.2,1929.14
,,,43.2,1711.07
,,,43.2,1645.85
,,,43.2,1418.94
,,,43.2,1043.01
,,,43.21,510.21
,,,43.21,-143.45
,,,43.21,-764.69
,,,43.21,-1317.5
,,,43.21,-1879.03
,,,43.22,-2321.88
,,,43.22,-2359.87
,,,43.22,-2148.85
,,,43.22,-2184.34
,,,43.22,-2402.95
,,,43.22,-2284.39
,,,43.23,-1656.26
,,,43.23,-815.43
,,,43.23,-259.2
,,,43.23,-125.85
,,,43.23,137.97
,,,43.24,920.47
,,,43.24,1800.43
,,,43.24,2193.21
,,,43.24,2009.91
,,,43.24,1685.66
,,,43.24,1741.25
,,,43.25,2140.48
,,,43.25,2233.66
,,,43.25,1487.16
,,,43.25,196.95
,,,43.25,-863.99
,,,43.26,-1510.51
,,,43.26,-2076.06
,,,43.26,-2488.3
,,,43.26,-2333.15
,,,43.26,-1526.48
,,,43.26,-516.68
,,,43.27,132.45
,,,43.27,351.81
,,,43.27,206.81
,,,43.27,-719.4
,,,43.27,-2519.66
,,,43.28,-4346.65
,,,43.28,-5364.28
,,,43.28,-5473.33
,,,43.28,-5061.72
,,,43.28,-4603.58
,,,43.28,-4412.72
,,,43.29,-4557.32
,,,43.29,-4712.06
,,,43.29,-4326.32
,,,43.29,-3389.96
,,,43.29,-2482.47
,,,43.3,-1966.98
,,,43.3,-1822.04
,,,43.3,-1966.02
,,,43.3,-2252.03
,,,43.3,-2360.81
,,,43.3,-2015.46
,,,43.31,-1418.31
,,,43.31,-1022.69
,,,43.31,-915.41
,,,43.31,-1134.22
,,,43.31,-1853.08
,,,43.32,-2788.3
,,,43.32,-3546.2
,,,43.32,-4006.75
,,,43.32,-3729.46
,,,43.32,-2450.91
,,,43.32,-773.2
,,,43.33,827.5
,,,43.33,2379.04
,,,43.33,3671.54
,,,43.33,4391.9
,,,43.33,4472.77
,,,43.34,4046.77
,,,43.34,3467.69
,,,43.34,2888.76
,,,43.34,2105.67
,,,43.34,1201.1
,,,43.34,455.74
,,,43.35,-144.96
,,,43.35,-497.89
,,,43.35,-344.84
,,,43.35,73.1
,,,43.35,319.1
,,,43.36,310.81
,,,43.36,-26.36
,,,43.36,-776.95
,,,43.36,-1759.11
,,,43.36,-2942.04
,,,43.36,-4377.43
,,,43.37,-5605.54
,,,43.37,-6158.13
,,,43.37,-6156.04
,,,43.37,-5819.33
,,,43.37,-5221.67
,,,43.38,-4538.32
,,,43.38,-3877.85
,,,43.38,-3085.88
,,,43.38,-1915.44
,,,43.38,-374.55
,,,43.39,1009.38
,,,43.39,1628.6
,,,43.39,1511.83
,,,43.39,1098.83
,,,43.39,762.82
,,,43.39,940.93
,,,43.4,1772.4
,,,43.4,2585.38
,,,43.4,2700.65
,,,43.4,2183.33
,,,43.4,1420.79
,,,43.41,879.3
,,,43.41,918.71
,,,43.41,1197.96
,,,43.41,1003.12
,,,43.41,214.02
,,,43.41,-626.95
,,,43.42,-985.2
,,,43.42,-836.26
,,,43.42,-526.1
,,,43.42,-310.27
,,,43.42,-221.08
,,,43.43,-180.78
,,,43.43,-156.45
,,,43.43,-145.07
,,,43.43,-8.08
,,,43.43,210.23
,,,43.43,57.05
,,,43.44,-741.57
,,,43.44,-1832.61
,,,43.44,-2455.85
,,,43.44,-2259.98
,,,43.44,-1807.22
,,,43.45,-1482.15
,,,43.45,-971.7
,,,43.45,-451.72
,,,43.45,-393.64
,,,43.45,-725.04
,,,43.45,-1425.2
,,,43.46,-2426.31
,,,43.46,-3209.49
,,,43.46,-3455.49
,,,43.46,-3066.15
,,,43.46,-2112.43
,,,43.47,-1072.71
,,,43.47,-175.64
,,,43.47,546.52
,,,43.47,838.53
,,,43.47,955.53
,,,43.47,1353.31
,,,43.48,1805.37
,,,43.48,2005.19
,,,43.48,1801.19
,,,43.48,1025.3
,,,43.48,56.03
,,,43.49,-581.91
,,,43.49,-1005.23
,,,43.49,-1399.44
,,,43.49,-1567
,,,43.49,-1412.55
,,,43.49,-1136.1
,,,43.5,-902.59
,,,43.5,-703.42
,,,43.5,-537.92
,,,43.5,-375.69
,,,43.5,-48.6
,,,43.51,439.13
,,,43.51,784.83
,,,43.51,733.19
,,,43.51,335.73
,,,43.51,-57.57
,,,43.51,-221.62
,,,43.52,-356.64
,,,43.52,-509.09
,,,43.52,-362.21
,,,43.52,34.14
,,,43.52,366.49
,,,43.53,765.29
,,,43.53,1410.49
,,,43.53,1964.55
,,,43.53,2045.61
,,,43.53,1703.37
,,,43.53,1175.61
,,,43.54,594.87
,,,43.54,112.76
,,,43.54,-18.45
,,,43.54,110.83
,,,43.54,47.54
,,,43.55,-47.86
,,,43.55,537.51
,,,43.55,1664.37
,,,43.55,2561.62
,,,43.55,3113.84
,,,43.55,3425.47
,,,43.56,3322.11
,,,43.56,3026.76
,,,43.56,2856.45
,,,43.56,2629.22
,,,43.56,2215.17
,,,43.57,1698.18
,,,43.57,1151.74
,,,43.57,787.76
,,,43.57,607.51
,,,43.57,251.1
,,,43.57,-412.64
,,,43.58,-1272.36
,,,43.58,-2245.48
,,,43.58,-3134.5
,,,43.58,-3671.47
,,,43.58,-3778.45
,,,43.59,-3731.35
,,,43.59,-3827.94
,,,43.59,-3859.53
,,,43.59,-3571.45
,,,43.59,-3008.15
,,,43.59,-1934.21
,,,43.6,-328.43
,,,43.6,1028.92
,,,43.6,1700.64
,,,43.6,1985.22
,,,43.6,2051.66
,,,43.61,2001.81
,,,43.61,2080.15
,,,43.61,2293.85
,,,43.61,2400.73
,,,43.61,2206.56
,,,43.61,1878.22
,,,43.62,1867.86
,,,43.62,2252.23
,,,43.62,2587.6
,,,43.62,2478.31
,,,43.62,1897.05
,,,43.63,1124.77
,,,43.63,520.85
,,,43.63,276.69
,,,43.63,335.76
,,,43.63,362.07
,,,43.63,-129.52
,,,43.64,-1235.32
,,,43.64,-2297.83
,,,43.64,-2591.44
,,,43.64,-2252.71
,,,43.64,-1850.65
,,,43.65,-1478.3
,,,43.65,-969.55
,,,43.65,-438.17
,,,43.65,-166.09
,,,43.65,-123.7
,,,43.65,126.8
,,,43.66,691.87
,,,43.66,1108.02
,,,43.66,1134.3
,,,43.66,833.43
,,,43.66,242.31
,,,43.67,-351.29
,,,43.67,-573.33
,,,43.67,-374.82
,,,43.67,92.78
,,,43.67,609.92
,,,43.67,991.9
,,,43.68,1137.52
,,,43.68,1003.02
,,,43.68,668.61
,,,43.68,94.7
,,,43.68,-703.06
,,,43.69,-1113.94
,,,43.69,-743.38
,,,43.69,-80.7
,,,43.69,479.39
,,,43.69,927.95
,,,43.7,1110.82
,,,43.7,1044.56
,,,43.7,1034.02
,,,43.7,1163.96
,,,43.7,1366.35
,,,43.7,1776.66
,,,43.71,2459.17
,,,43.71,3023.54
,,,43.71,3002.08
,,,43.71,2352.21
,,,43.71,1428.05
,,,43.72,742.56
,,,43.72,489.42
,,,43.72,501.66
,,,43.72,838.77
,,,43.72,1335.56
,,,43.72,1140.54
,,,43.73,-118.31
,,,43.73,-1917.45
,,,43.73,-3708.46
,,,43.73,-5152.88
,,,43.73,-6217.11
,,,43.74,-7090.43
,,,43.74,-7593.69
,,,43.74,-7498.01
,,,43.74,-7114.61
,,,43.74,-6875.58
,,,43.74,-6840.17
,,,43.75,-6715.35
,,,43.75,-6202.94
,,,43.75,-5264.26
,,,43.75,-3980.09
,,,43.75,-2568.54
,,,43.76,-1373.07
,,,43.76,-568.07
,,,43.76,-311.9
,,,43.76,-694.12
,,,43.76,-1286.75
,,,43.76,-1673.33
,,,43.77,-1953.17
,,,43.77,-2016.59
,,,43.77,-1369.71
,,,43.77,-71.14
,,,43.77,1078.37
,,,43.78,1537.11
,,,43.78,1640.06
,,,43.78,1943.58
,,,43.78,2510.19
,,,43.78,3143.62
,,,43.78,3681.56
,,,43.79,3947.55
,,,43.79,3951.69
,,,43.79,3938.78
,,,43.79,4055.22
,,,43.79,4263.36
,,,43.8,4298.53
,,,43.8,3665.27
,,,43.8,2312.68
,,,43.8,936.41
,,,43.8,31.73
,,,43.8,-616.73
,,,43.81,-1322.44
,,,43.81,-2125.5
,,,43.81,-2828.54
,,,43.81,-3034.41
,,,43.81,-2527.3
,,,43.82,-1699.22
,,,43.82,-1254.95
,,,43.82,-1305.63
,,,43.82,-1107.37
,,,43.82,-144.2
,,,43.82,1067.92
,,,43.83,1702.54
,,,43.83,1509.5
,,,43.83,840.78
,,,43.83,225.97
,,,43.83,-113.69
,,,43.84,-334.76
,,,43.84,-581.44
,,,43.84,-738.35
,,,43.84,-605.45
,,,43.84,-330.11
,,,43.84,-275.96
,,,43.85,-271.05
,,,43.85,143.44
,,,43.85,814.82
,,,43.85,1289.67
,,,43.85,1385.57
,,,43.86,1116.96
,,,43.86,934.3
,,,43.86,1435.49
,,,43.86,2259.93
,,,43.86,2395.29
,,,43.86,1604.08
,,,43.87,524.31
,,,43.87,-375.95
,,,43.87,-1162.85
,,,43.87,-1869.15
,,,43.87,-2350.44
,,,43.88,-2755.52
,,,43.88,-3297.03
,,,43.88,-3763.85
,,,43.88,-3833.2
,,,43.88,-3445.54
,,,43.88,-2946.19
,,,43.89,-2907.39
,,,43.89,-3409.98
,,,43.89,-4088.55
,,,43.89,-4661.97
,,,43.89,-4774.2
,,,43.9,-4389.59
,,,43.9,-4000.43
,,,43.9,-3489.51
,,,43.9,-2344.04
,,,43.9,-836.38
,,,43.9,527.98
,,,43.91,1530.55
,,,43.91,1905.05
,,,43.91,1652.69
,,,43.91,1070.57
,,,43.91,200.83
,,,43.92,-1072.4
,,,43.92,-2469.56
,,,43.92,-3257.45
,,,43.92,-3099.85
,,,43.92,-2449.73
,,,43.92,-1701.07
,,,43.93,-1015.57
,,,43.93,-749.32
,,,43.93,-969.1
,,,43.93,-1144.47
,,,43.93,-685.38
,,,43.94,366.35
,,,43.94,1293.69
,,,43.94,1748.52
,,,43.94,1955.38
,,,43.94,1849.74
,,,43.94,1501.15
,,,43.95,1333.7
,,,43.95,1211.92
,,,43.95,843.67
,,,43.95,383.26
,,,43.95,-93.61
,,,43.96,-627.82
,,,43.96,-1238.96
,,,43.96,-1893.51
,,,43.96,-2249.88
,,,43.96,-2082.88
,,,43.96,-1549.47
,,,43.97,-875.33
,,,43.97,-360.57
,,,43.97,35.51
,,,43.97,655.22
,,,43.97,1161.52
,,,43.98,1141.67
,,,43.98,907.31
,,,43.98,557.51
,,,43.98,151.45
,,,43.98,361.67
,,,43.99,1205.71
,,,43.99,1670.13
,,,43.99,1216.41
,,,43.99,399.43
,,,43.99,162.79
,,,43.99,809.96
,,,44,1687
,,,44,2062.46
,,,44,1771.74
,,,44,1128.49
,,,44,758.34
,,,44.01,1075.36
,,,44.01,1889.72
,,,44.01,2657.73
,,,44.01,2900.79
,,,44.01,2692.8
,,,44.01,2352.07
,,,44.02,1641.3
,,,44.02,488.38
,,,44.02,-481.64
,,,44.02,-1170.04
,,,44.02,-2053.39
,,,44.03,-3171.01
,,,44.03,-4311.01
,,,44.03,-5160.19
,,,44.03,-5349.98
,,,44.03,-5075.93
,,,44.03,-4755.53
,,,44.04,-4373.97
,,,44.04,-3823.48
,,,44.04,-3115.86
,,,44.04,-2238.76
,,,44.04,-1223.09
,,,44.05,-250.39
,,,44.05,428.97
,,,44.05,808.26
,,,44.05,945.6
,,,44.05,520.17
,,,44.05,-684.82
,,,44.06,-2321.47
,,,44.06,-3836.69
,,,44.06,-4770.79
,,,44.06,-5010.05
,,,44.06,-4813.06
,,,44.07,-4363.27
,,,44.07,-3656.11
,,,44.07,-2674.09
,,,44.07,-1589.67
,,,44.07,-769.14
,,,44.07,-198.17
,,,44.08,449.34
,,,44.08,1131.98
,,,44.08,1691.98
,,,44.08,2109.76
,,,44.08,2327.92
,,,44.09,2473.26
,,,44.09,2610.26
,,,44.09,2473.05
,,,44.09,2129.79
,,,44.09,2072.15
,,,44.09,2503.5
,,,44.1,3256.17
,,,44.1,4226.94
,,,44.1,5370.55
,,,44.1,6307.05
,,,44.1,6605.8
,,,44.11,6351.46
,,,44.11,5748.66
,,,44.11,4726.65
,,,44.11,3180.95
,,,44.11,1169.21
,,,44.11,-830.78
,,,44.12,-2229.32
,,,44.12,-3013.53
,,,44.12,-3348.43
,,,44.12,-3241.7
,,,44.12,-2944.49
,,,44.13,-2780.9
,,,44.13,-2940.94
,,,44.13,-3410.21
,,,44.13,-3779.12
,,,44.13,-3854.32
,,,44.13,-3866.86
,,,44.14,-3686.85
,,,44.14,-3034.99
,,,44.14,-2119.98
,,,44.14,-1317.1
,,,44.14,-759.93
,,,44.15,-292.32
,,,44.15,295.78
,,,44.15,959.18
,,,44.15,1561.43
,,,44.15,2122.72
,,,44.15,2727.41
,,,44.16,3300.97
,,,44.16,3548.79
,,,44.16,3240.38
,,,44.16,2275.6
,,,44.16,602.47
,,,44.17,-1347.04
,,,44.17,-2750.03
,,,44.17,-3302.11
,,,44.17,-3293.79
,,,44.17,-2992.83
,,,44.17,-2551.17
,,,44.18,-2137.63
,,,44.18,-1809.25
,,,44.18,-1515.96
,,,44.18,-1398.45
,,,44.18,-1641.38
,,,44.19,-1933.35
,,,44.19,-1767.47
,,,44.19,-1209.43
,,,44.19,-764.02
,,,44.19,-736.6
,,,44.19,-1029.35
,,,44.2,-1379.54
,,,44.2,-1649.3
,,,44.2,-1842.81
,,,44.2,-1891.39
,,,44.2,-1525.64
,,,44.21,-671.76
,,,44.21,89.26
,,,44.21,215.85
,,,44.21,40.48
,,,44.21,111.34
,,,44.21,469.41
,,,44.22,953.6
,,,44.22,1383.83
,,,44.22,1481.17
,,,44.22,1037.67
,,,44.22,82.37
,,,44.23,-1213.55
,,,44.23,-2761.67
,,,44.23,-4440.02
,,,44.23,-5857.26
,,,44.23,-6593.68
,,,44.23,-6510.84
,,,44.24,-5886.82
,,,44.24,-5281.77
,,,44.24,-4880.06
,,,44.24,-4403.74
,,,44.24,-3797.03
,,,44.25,-3202.56
,,,44.25,-2625.86
,,,44.25,-2091.28
,,,44.25,-1525.15
,,,44.25,-606.72
,,,44.25,776.75
,,,44.26,2253.58
,,,44.26,3412.53
,,,44.26,4216.82
,,,44.26,4699.59
,,,44.26,4661.01
,,,44.27,4048.68
,,,44.27,3206.55
,,,44.27,2527.46
,,,44.27,1970.69
,,,44.27,1030.29
,,,44.28,-383.95
,,,44.28,-1585.99
,,,44.28,-2330.38
,,,44.28,-3016.8
,,,44.28,-3411.69
,,,44.28,-3082.09
,,,44.29,-2571.93
,,,44.29,-2474.68
,,,44.29,-2504.85
,,,44.29,-2419.86
,,,44.29,-2539.78
,,,44.3,-3005.5
,,,44.3,-3514.29
,,,44.3,-3864.51
,,,44.3,-4086.71
,,,44.3,-3998.68
,,,44.3,-3325.27
,,,44.31,-2296.16
,,,44.31,-1300.07
,,,44.31,-267.25
,,,44.31,765.04
,,,44.31,1367.68
,,,44.32,1517.12
,,,44.32,1554.74
,,,44.32,1492.69
,,,44.32,1198.29
,,,44.32,708.86
,,,44.32,73.36
,,,44.33,-684.6
,,,44.33,-1447.02
,,,44.33,-1993.83
,,,44.33,-2314.09
,,,44.33,-2725.54
,,,44.34,-3241.3
,,,44.34,-3436.48
,,,44.34,-3278.03
,,,44.34,-3266.06
,,,44.34,-3792.12
,,,44.34,-4832.5
,,,44.35,-5957.51
,,,44.35,-6540.52
,,,44.35,-6182.88
,,,44.35,-5067.3
,,,44.35,-3854.07
,,,44.36,-2931.82
,,,44.36,-2047.71
,,,44.36,-929.29
,,,44.36,411.26
,,,44.36,1888.09
,,,44.36,3152.62
,,,44.37,3649.11
,,,44.37,3198.86
,,,44.37,2179.46
,,,44.37,1171
,,,44.37,458.04
,,,44.38,-61.57
,,,44.38,-315.11
,,,44.38,97.71
,,,44.38,1284.69
,,,44.38,2741.52
,,,44.38,3631.24
,,,44.39,3399.04
,,,44.39,2308.64
,,,44.39,1080.17
,,,44.39,123.13
,,,44.39,-537.71
,,,44.4,-974.18
,,,44.4,-1202.93
,,,44.4,-1239.82
,,,44.4,-1252.56
,,,44.4,-1272.2
,,,44.4,-1094.38
,,,44.41,-973.23
,,,44.41,-1448.07
,,,44.41,-2305.14
,,,44.41,-2955.49
,,,44.41,-3373.02
,,,44.42,-3582.88
,,,44.42,-3195.85
,,,44.42,-2247.79
,,,44.42,-1374.61
,,,44.42,-680.03
,,,44.42,241.3
,,,44.43,1097.61
,,,44.43,1328.63
,,,44.43,1257.39
,,,44.43,1428.13
,,,44.43,1777.76
,,,44.44,1980.77
,,,44.44,1722.73
,,,44.44,1088.1
,,,44.44,756.24
,,,44.44,1038.64
,,,44.44,1583.28
,,,44.45,2309.06
,,,44.45,3360.69
,,,44.45,4459.1
,,,44.45,5221.76
,,,44.45,5653.31
,,,44.46,6029.81
,,,44.46,6511.15
,,,44.46,6814.33
,,,44.46,6498.47
,,,44.46,5676.22
,,,44.46,4903.45
,,,44.47,4406.27
,,,44.47,4086.51
,,,44.47,4021.2
,,,44.47,4267.68
,,,44.47,4512.31
,,,44.48,4377.83
,,,44.48,3789.3
,,,44.48,2906.22
,,,44.48,1959.2
,,,44.48,1108.41
,,,44.48,331.18
,,,44.49,-281.2
,,,44.49,-256.2
,,,44.49,597.11
,,,44.49,1755.55
,,,44.49,2848.58
,,,44.5,3885.99
,,,44.5,4443.02
,,,44.5,4069.92
,,,44.5,3111.99
,,,44.5,2083.83
,,,44.5,1219.28
,,,44.51,1014.61
,,,44.51,1992.01
,,,44.51,3832.55
,,,44.51,5657.31
,,,44.51,7035.25
,,,44.52,7990.84
,,,44.52,8385.13
,,,44.52,8091.71
,,,44.52,7465.42
,,,44.52,7147.54
,,,44.52,7588.69
,,,44.53,8650.39
,,,44.53,9591.33
,,,44.53,9842.8
,,,44.53,9609.65
,,,44.53,9288.43
,,,44.54,8879.87
,,,44.54,8439.81
,,,44.54,8262.2
,,,44.54,8275.88
,,,44.54,8149.93
,,,44.54,7861.05
,,,44.55,7522.85
,,,44.55,7271.44
,,,44.55,7356.5
,,,44.55,7707.66
,,,44.55,7903.69
,,,44.56,7692.33
,,,44.56,7067.28
,,,44.56,6267.27
,,,44.56,5706.64
,,,44.56,5495.2
,,,44.57,5525.6
,,,44.57,5896.14
,,,44.57,6385.18
,,,44.57,6051.73
,,,44.57,4360.17
,,,44.57,2155.73
,,,44.58,665.84
,,,44.58,87.87
,,,44.58,-144.54
,,,44.58,-282.06
,,,44.58,-144.5
,,,44.59,218.2
,,,44.59,489.16
,,,44.59,765.22
,,,44.59,1569.98
,,,44.59,3100.01
,,,44.59,4895.11
,,,44.6,6184.95
,,,44.6,6667.36
,,,44.6,6894.49
,,,44.6,7397.55
,,,44.6,8082.46
,,,44.61,8887.28
,,,44.61,9874.75
,,,44.61,10701.92
,,,44.61,10961.41
,,,44.61,10605.68
,,,44.61,9707.64
,,,44.62,8484.13
,,,44.62,7456.06
,,,44.62,6845.07
,,,44.62,6165.29
,,,44.62,5094.43
,,,44.63,4008.58
,,,44.63,3160.12
,,,44.63,2280.49
,,,44.63,1153.53
,,,44.63,12.35
,,,44.63,-565.01
,,,44.64,-215.65
,,,44.64,829.98
,,,44.64,2099.9
,,,44.64,3222.39
,,,44.64,4042.4
,,,44.65,4661.19
,,,44.65,5210.61
,,,44.65,5755.59
,,,44.65,6221.76
,,,44.65,6395.83
,,,44.65,6434.67
,,,44.66,6724.95
,,,44.66,7117.48
,,,44.66,7183.69
,,,44.66,6873.8
,,,44.66,6512.37
,,,44.67,6319.99
,,,44.67,5988.96
,,,44.67,5183.85
,,,44.67,4028.43
,,,44.67,2705.47
,,,44.67,1596.85
,,,44.68,1296.99
,,,44.68,1783.47
,,,44.68,2740.41
,,,44.68,4193.07
,,,44.68,5909.4
,,,44.69,7257.35
,,,44.69,7791
,,,44.69,7477.3
,,,44.69,6668.42
,,,44.69,5897.4
,,,44.69,5603.86
,,,44.7,5756.94
,,,44.7,5772.82
,,,44.7,5338.1
,,,44.7,4767.35
,,,44.7,4433.91
,,,44.71,4556.46
,,,44.71,4975.62
,,,44.71,5185.05
,,,44.71,5123.08
,,,44.71,5002.07
,,,44.71,4527.81
,,,44.72,3283.03
,,,44.72,1522
,,,44.72,253.38
,,,44.72,237.13
,,,44.72,1016.84
,,,44.73,1814.44
,,,44.73,2491.21
,,,44.73,2912.14
,,,44.73,2939.73
,,,44.73,3069.52
,,,44.73,3766.01
,,,44.74,4786.78
,,,44.74,5727.49
,,,44.74,6453.9
,,,44.74,6911.63
,,,44.74,7085.5
,,,44.75,7023.2
,,,44.75,6728.91
,,,44.75,6306.92
,,,44.75,5967.33
,,,44.75,5817.32
,,,44.75,5982.11
,,,44.76,6303.16
,,,44.76,5996.13
,,,44.76,4634.83
,,,44.76,2744.24
,,,44.76,1013.46
,,,44.77,-112.03
,,,44.77,-542.59
,,,44.77,-588.26
,,,44.77,-384.11
,,,44.77,144.31
,,,44.77,858.88
,,,44.78,1481.11
,,,44.78,1579.63
,,,44.78,853.24
,,,44.78,-290.4
,,,44.78,-1129.53
,,,44.79,-1347.67
,,,44.79,-1132.88
,,,44.79,-884.54
,,,44.79,-825.49
,,,44.79,-1078.93
,,,44.79,-1699.69
,,,44.8,-2320.75
,,,44.8,-2575.75
,,,44.8,-2447.88
,,,44.8,-1769.8
,,,44.8,-622.73
,,,44.81,236.51
,,,44.81,515.34
,,,44.81,788.32
,,,44.81,1385.63
,,,44.81,2087.96
,,,44.81,2616.7
,,,44.82,2709.73
,,,44.82,2411.87
,,,44.82,2376.1
,,,44.82,2855.75
,,,44.82,2947.77
,,,44.83,2050.29
,,,44.83,931.08
,,,44.83,389.61
,,,44.83,264.02
,,,44.83,111.6
,,,44.83,-161.74
,,,44.84,-304.44
,,,44.84,-170.61
,,,44.84,-56.12
,,,44.84,-119.75
,,,44.84,-58.04
,,,44.85,165.42
,,,44.85,167.21
,,,44.85,-52.21
,,,44.85,71.34
,,,44.85,771.73
,,,44.86,1316.31
,,,44.86,893.58
,,,44.86,-202.68
,,,44.86,-1118.75
,,,44.86,-1508.4
,,,44.86,-1432.51
,,,44.87,-1128.73
,,,44.87,-917.25
,,,44.87,-738.84
,,,44.87,-468.83
,,,44.87,-570.66
,,,44.88,-1383.96
,,,44.88,-2328.7
,,,44.88,-2618.06
,,,44.88,-2197.01
,,,44.88,-1587.93
,,,44.88,-1149.64
,,,44.89,-818.69
,,,44.89,-463.01
,,,44.89,-119.23
,,,44.89,34.3
,,,44.89,-206.48
,,,44.9,-849.07
,,,44.9,-1686.5
,,,44.9,-2373.65
,,,44.9,-2524.34
,,,44.9,-2206.18
,,,44.9,-1912.47
,,,44.91,-1776.86
,,,44.91,-1641.91
,,,44.91,-1456.33
,,,44.91,-992.06
,,,44.91,-195.47
,,,44.92,412.88
,,,44.92,642.86
,,,44.92,951.83
,,,44.92,1463.25
,,,44.92,1662.78
,,,44.92,1055.54
,,,44.93,-225.59
,,,44.93,-1471.44
,,,44.93,-2220.05
,,,44.93,-2687.27
,,,44.93,-3183.76
,,,44.94,-3692.78
,,,44.94,-4109.55
,,,44.94,-4452.66
,,,44.94,-4678.61
,,,44.94,-4469.74
,,,44.94,-3624.3
,,,44.95,-2534.63
,,,44.95,-1839.38
,,,44.95,-1926.58
,,,44.95,-2745.75
